Order Date,Ship Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Delivery Days
24/12/2015,27/12/2015,First Class,Consumer,Ohio,East,Technology,Machines,479.99,4,0.7,-383.99,2015,December,3
24/12/2015,27/12/2015,First Class,Consumer,Ohio,East,Office Supplies,Art,27.17,2,0.2,2.72,2015,December,3
9/8/2015,16/8/2015,Standard Class,Corporate,Michigan,Central,Office Supplies,Art,2.20,1,0,0.97,2015,August,7
9/8/2015,16/8/2015,Standard Class,Corporate,Michigan,Central,Furniture,Tables,622.45,5,0,136.94,2015,August,7
9/8/2015,16/8/2015,Standard Class,Corporate,Michigan,Central,Office Supplies,Storage,21.98,1,0,0.22,2015,August,7
28/2/2015,4/3/2015,Standard Class,Consumer,Tennessee,South,Furniture,Chairs,161.57,2,0.2,-28.27,2015,February,4
28/2/2015,4/3/2015,Standard Class,Consumer,Tennessee,South,Furniture,Chairs,389.70,8,0.2,43.84,2015,February,4
13/9/2014,17/9/2014,Standard Class,Corporate,North Carolina,South,Office Supplies,Binders,18.65,7,0.7,-12.43,2014,September,4
7/4/2017,12/4/2017,Standard Class,Home Office,Florida,South,Furniture,Tables,233.86,2,0.45,-102.05,2017,April,5
7/4/2017,12/4/2017,Standard Class,Home Office,Florida,South,Furniture,Tables,620.61,3,0.45,-248.25,2017,April,5
7/4/2017,12/4/2017,Standard Class,Home Office,Florida,South,Office Supplies,Binders,5.33,2,0.7,-3.55,2017,April,5
7/4/2017,12/4/2017,Standard Class,Home Office,Florida,South,Furniture,Furnishings,258.07,3,0.2,0.00,2017,April,5
7/4/2017,12/4/2017,Standard Class,Home Office,Florida,South,Technology,Accessories,617.98,3,0.2,-7.72,2017,April,5
12/11/2017,16/11/2017,Standard Class,Corporate,California,West,Office Supplies,Paper,10.56,2,0,4.75,2017,November,4
4/6/2016,9/6/2016,Second Class,Consumer,Illinois,Central,Office Supplies,Paper,25.92,5,0.2,9.40,2016,June,5
4/6/2016,9/6/2016,Second Class,Consumer,Illinois,Central,Furniture,Furnishings,419.68,5,0.6,-356.73,2016,June,5
4/6/2016,9/6/2016,Second Class,Consumer,Illinois,Central,Furniture,Furnishings,11.69,3,0.6,-4.68,2016,June,5
4/6/2016,9/6/2016,Second Class,Consumer,Illinois,Central,Technology,Phones,31.98,2,0.2,11.19,2016,June,5
4/6/2016,9/6/2016,Second Class,Consumer,Illinois,Central,Furniture,Tables,177.23,5,0.5,-120.51,2016,June,5
4/6/2016,9/6/2016,Second Class,Consumer,Illinois,Central,Furniture,Furnishings,4.04,3,0.6,-2.83,2016,June,5
4/6/2016,9/6/2016,Second Class,Consumer,Illinois,Central,Office Supplies,Art,7.41,2,0.2,1.20,2016,June,5
1/6/2014,6/6/2014,Second Class,Home Office,Minnesota,Central,Furniture,Chairs,2001.86,7,0,580.54,2014,June,5
1/6/2014,6/6/2014,Second Class,Home Office,Minnesota,Central,Office Supplies,Storage,166.72,2,0,41.68,2014,June,5
1/6/2014,6/6/2014,Second Class,Home Office,Minnesota,Central,Office Supplies,Paper,47.88,6,0,23.94,2014,June,5
1/6/2014,6/6/2014,Second Class,Home Office,Minnesota,Central,Office Supplies,Appliances,1503.25,5,0,496.07,2014,June,5
1/6/2014,6/6/2014,Second Class,Home Office,Minnesota,Central,Office Supplies,Paper,25.92,4,0,12.44,2014,June,5
10/12/2016,15/12/2016,Second Class,Consumer,California,West,Furniture,Chairs,321.57,2,0.2,28.14,2016,December,5
11/9/2016,17/9/2016,Standard Class,Consumer,California,West,Office Supplies,Paper,7.61,1,0,3.58,2016,September,6
11/9/2016,17/9/2016,Standard Class,Consumer,California,West,Technology,Accessories,3347.37,13,0,636.00,2016,September,6
10/12/2016,13/12/2016,First Class,Consumer,New York,East,Office Supplies,Storage,80.58,6,0,22.56,2016,December,3
10/12/2016,13/12/2016,First Class,Consumer,New York,East,Office Supplies,Envelopes,361.92,4,0,162.86,2016,December,3
28/11/2015,4/12/2015,Standard Class,Corporate,Illinois,Central,Furniture,Furnishings,12.13,9,0.6,-8.49,2015,November,6
28/11/2015,4/12/2015,Standard Class,Corporate,Illinois,Central,Office Supplies,Storage,82.37,2,0.2,-19.56,2015,November,6
28/11/2015,4/12/2015,Standard Class,Corporate,Illinois,Central,Office Supplies,Storage,53.92,5,0.2,4.04,2015,November,6
28/11/2015,4/12/2015,Standard Class,Corporate,Illinois,Central,Technology,Phones,647.90,6,0.2,56.69,2015,November,6
1/12/2017,3/12/2017,Second Class,Consumer,New York,East,Technology,Accessories,20.37,3,0,6.93,2017,December,2
1/12/2017,3/12/2017,Second Class,Consumer,New York,East,Office Supplies,Storage,221.55,3,0,6.65,2017,December,2
1/12/2017,3/12/2017,Second Class,Consumer,New York,East,Office Supplies,Binders,17.52,5,0.2,6.13,2017,December,2
8/6/2017,12/6/2017,Standard Class,Corporate,Texas,Central,Office Supplies,Appliances,1.62,2,0.8,-4.47,2017,June,4
19/9/2014,21/9/2014,Second Class,Corporate,Texas,Central,Technology,Machines,3059.98,3,0.4,-510.00,2014,September,2
19/9/2014,21/9/2014,Second Class,Corporate,Texas,Central,Technology,Machines,2519.96,7,0.4,-252.00,2014,September,2
6/6/2016,13/6/2016,Standard Class,Consumer,Illinois,Central,Technology,Phones,328.22,4,0.2,28.72,2016,June,7
10/11/2015,15/11/2015,Standard Class,Consumer,California,West,Technology,Accessories,79.90,2,0,35.16,2015,November,5
16/6/2017,20/6/2017,Standard Class,Corporate,North Carolina,South,Office Supplies,Art,14.02,3,0.2,4.73,2017,June,4
22/1/2016,28/1/2016,Standard Class,Consumer,New Jersey,East,Office Supplies,Fasteners,7.56,6,0,0.30,2016,January,6
9/12/2017,13/12/2017,Standard Class,Corporate,Ohio,East,Office Supplies,Storage,37.21,1,0.2,-7.44,2017,December,4
9/12/2017,13/12/2017,Standard Class,Corporate,Ohio,East,Office Supplies,Envelopes,57.58,3,0.2,21.59,2017,December,4
28/12/2017,2/1/2018,Second Class,Corporate,California,West,Office Supplies,Storage,725.84,4,0,210.49,2017,December,5
30/7/2015,31/7/2015,First Class,Consumer,California,West,Technology,Accessories,209.93,7,0,92.37,2015,July,1
30/7/2015,31/7/2015,First Class,Consumer,California,West,Furniture,Furnishings,5.28,3,0,2.32,2015,July,1
30/7/2015,31/7/2015,First Class,Consumer,California,West,Office Supplies,Binders,10.92,3,0.2,4.10,2015,July,1
16/9/2017,17/9/2017,First Class,Corporate,California,West,Office Supplies,Paper,8.82,2,0,4.06,2017,September,1
16/9/2017,17/9/2017,First Class,Corporate,California,West,Office Supplies,Art,5.98,1,0,1.55,2017,September,1
13/10/2017,17/10/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Paper,11.65,2,0.2,4.08,2017,October,4
13/10/2017,17/10/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Paper,18.18,4,0.2,5.91,2017,October,4
13/10/2017,17/10/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Storage,59.71,6,0.2,5.97,2017,October,4
13/10/2017,17/10/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Labels,24.84,3,0.2,8.69,2017,October,4
26/9/2015,28/9/2015,Second Class,Consumer,Texas,Central,Office Supplies,Binders,2.08,5,0.8,-3.43,2015,September,2
26/9/2015,28/9/2015,Second Class,Consumer,Texas,Central,Technology,Phones,1114.40,7,0.2,376.11,2015,September,2
2/11/2015,6/11/2015,Standard Class,Consumer,California,West,Furniture,Tables,1038.84,5,0.2,51.94,2015,November,4
26/9/2015,2/10/2015,Standard Class,Consumer,Oregon,West,Office Supplies,Paper,141.76,5,0.2,47.84,2015,September,6
26/9/2015,2/10/2015,Standard Class,Consumer,Oregon,West,Technology,Accessories,239.80,5,0.2,47.96,2015,September,6
26/9/2015,2/10/2015,Standard Class,Consumer,Oregon,West,Office Supplies,Paper,31.10,6,0.2,10.89,2015,September,6
18/12/2016,20/12/2016,Second Class,Corporate,Florida,South,Office Supplies,Binders,254.06,7,0.7,-169.37,2016,December,2
18/12/2016,20/12/2016,Second Class,Corporate,Florida,South,Office Supplies,Appliances,194.53,2,0.2,24.32,2016,December,2
18/12/2016,20/12/2016,Second Class,Corporate,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.31,2016,December,2
20/11/2016,24/11/2016,Second Class,Home Office,Ohio,East,Office Supplies,Fasteners,19.10,7,0.2,6.68,2016,November,4
20/11/2016,24/11/2016,Second Class,Home Office,Ohio,East,Office Supplies,Labels,18.50,8,0.2,6.24,2016,November,4
20/11/2016,24/11/2016,Second Class,Home Office,Ohio,East,Technology,Accessories,255.98,2,0.2,54.40,2016,November,4
20/11/2016,24/11/2016,Second Class,Home Office,Ohio,East,Furniture,Bookcases,86.97,3,0.5,-48.70,2016,November,4
26/12/2014,28/12/2014,First Class,Corporate,Colorado,West,Furniture,Furnishings,300.42,8,0.2,78.86,2014,December,2
26/12/2014,28/12/2014,First Class,Corporate,Colorado,West,Furniture,Chairs,230.35,3,0.2,20.16,2014,December,2
26/12/2014,28/12/2014,First Class,Corporate,Colorado,West,Furniture,Furnishings,218.35,3,0.2,-24.56,2014,December,2
26/12/2014,28/12/2014,First Class,Corporate,Colorado,West,Office Supplies,Binders,78.60,5,0.7,-62.88,2014,December,2
26/12/2014,28/12/2014,First Class,Corporate,Colorado,West,Office Supplies,Fasteners,27.55,3,0.2,9.30,2014,December,2
28/10/2016,3/11/2016,Standard Class,Corporate,New Jersey,East,Office Supplies,Paper,32.40,5,0,15.55,2016,October,6
28/10/2016,3/11/2016,Standard Class,Corporate,New Jersey,East,Office Supplies,Storage,1082.48,8,0,10.82,2016,October,6
28/10/2016,3/11/2016,Standard Class,Corporate,New Jersey,East,Office Supplies,Paper,56.91,3,0,27.32,2016,October,6
28/10/2016,3/11/2016,Standard Class,Corporate,New Jersey,East,Furniture,Furnishings,77.60,4,0,38.02,2016,October,6
28/10/2016,3/11/2016,Standard Class,Corporate,New Jersey,East,Office Supplies,Binders,14.28,1,0,6.57,2016,October,6
19/11/2017,23/11/2017,Standard Class,Consumer,Illinois,Central,Furniture,Tables,219.08,3,0.5,-131.45,2017,November,4
4/5/2015,9/5/2015,Second Class,Corporate,New York,East,Furniture,Furnishings,26.80,2,0,12.86,2015,May,5
30/12/2014,4/1/2015,Standard Class,Corporate,Michigan,Central,Office Supplies,Art,9.84,3,0,2.85,2014,December,5
1/6/2014,6/6/2014,Standard Class,Home Office,New Jersey,East,Office Supplies,Binders,45.48,3,0,20.92,2014,June,5
1/6/2014,6/6/2014,Standard Class,Home Office,New Jersey,East,Office Supplies,Art,289.20,6,0,83.87,2014,June,5
15/4/2017,17/4/2017,First Class,Consumer,Virginia,South,Office Supplies,Art,4.89,1,0,2.00,2017,April,2
12/9/2016,14/9/2016,Second Class,Corporate,Colorado,West,Furniture,Furnishings,15.14,4,0.2,3.59,2016,September,2
12/9/2016,14/9/2016,Second Class,Corporate,Colorado,West,Furniture,Chairs,466.77,2,0.2,52.51,2016,September,2
12/9/2016,14/9/2016,Second Class,Corporate,Colorado,West,Furniture,Furnishings,15.23,1,0.2,1.71,2016,September,2
12/9/2016,14/9/2016,Second Class,Corporate,Colorado,West,Office Supplies,Labels,6.26,3,0.2,2.04,2016,September,2
27/9/2014,3/10/2014,Standard Class,Corporate,New Jersey,East,Furniture,Furnishings,87.54,3,0,37.64,2014,September,6
9/8/2014,16/8/2014,Standard Class,Corporate,Florida,South,Technology,Phones,178.38,2,0.2,22.30,2014,August,7
9/8/2014,16/8/2014,Standard Class,Corporate,Florida,South,Office Supplies,Paper,15.55,3,0.2,5.44,2014,August,7
28/12/2014,30/12/2014,First Class,Corporate,Pennsylvania,East,Office Supplies,Art,99.14,4,0.2,8.67,2014,December,2
4/11/2014,9/11/2014,Standard Class,Home Office,New York,East,Furniture,Chairs,135.88,1,0.1,24.16,2014,November,5
4/11/2014,9/11/2014,Standard Class,Home Office,New York,East,Technology,Machines,3991.98,2,0,1995.99,2014,November,5
4/11/2014,9/11/2014,Standard Class,Home Office,New York,East,Technology,Phones,275.94,6,0,80.02,2014,November,5
4/11/2014,9/11/2014,Standard Class,Home Office,New York,East,Technology,Accessories,360.00,4,0,129.60,2014,November,5
4/11/2014,9/11/2014,Standard Class,Home Office,New York,East,Office Supplies,Storage,43.57,1,0,13.07,2014,November,5
19/9/2014,24/9/2014,Standard Class,Corporate,California,West,Office Supplies,Fasteners,7.16,2,0,3.58,2014,September,5
23/4/2016,27/4/2016,Standard Class,Corporate,California,West,Office Supplies,Binders,251.52,6,0.2,81.74,2016,April,4
23/4/2016,27/4/2016,Standard Class,Corporate,California,West,Technology,Accessories,99.99,1,0,35.00,2016,April,4
3/11/2017,5/11/2017,Second Class,Corporate,Tennessee,South,Furniture,Furnishings,15.99,1,0.2,1.00,2017,November,2
30/8/2016,1/9/2016,First Class,Consumer,Pennsylvania,East,Technology,Phones,290.90,3,0.4,-67.88,2016,August,2
30/8/2016,1/9/2016,First Class,Consumer,Pennsylvania,East,Office Supplies,Storage,54.22,2,0.2,3.39,2016,August,2
30/8/2016,1/9/2016,First Class,Consumer,Pennsylvania,East,Furniture,Chairs,786.74,4,0.3,-258.50,2016,August,2
30/8/2016,1/9/2016,First Class,Consumer,Pennsylvania,East,Office Supplies,Labels,100.24,10,0.2,33.83,2016,August,2
30/8/2016,1/9/2016,First Class,Consumer,Pennsylvania,East,Office Supplies,Binders,37.76,6,0.7,-27.69,2016,August,2
25/4/2016,29/4/2016,Second Class,Consumer,Pennsylvania,East,Technology,Phones,82.80,2,0.4,-20.70,2016,April,4
25/4/2016,29/4/2016,Second Class,Consumer,Pennsylvania,East,Office Supplies,Binders,20.72,2,0.7,-13.82,2016,April,4
25/4/2016,29/4/2016,Second Class,Consumer,Pennsylvania,East,Office Supplies,Binders,4.90,3,0.7,-3.43,2016,April,4
1/9/2015,4/9/2015,Second Class,Consumer,California,West,Office Supplies,Binders,4.75,1,0.2,1.60,2015,September,3
1/9/2015,4/9/2015,Second Class,Consumer,California,West,Technology,Copiers,959.98,2,0.2,335.99,2015,September,3
1/9/2015,4/9/2015,Second Class,Consumer,California,West,Office Supplies,Binders,14.37,4,0.2,4.49,2015,September,3
12/7/2014,17/7/2014,Standard Class,Corporate,California,West,Office Supplies,Binders,7.71,2,0.2,2.80,2014,July,5
12/7/2014,17/7/2014,Standard Class,Corporate,California,West,Furniture,Tables,698.35,3,0.2,-17.46,2014,July,5
22/6/2015,26/6/2015,Second Class,Consumer,Utah,West,Office Supplies,Fasteners,4.96,4,0,2.33,2015,June,4
13/4/2014,17/4/2014,Second Class,Corporate,Pennsylvania,East,Office Supplies,Art,17.86,4,0.2,1.12,2014,April,4
13/4/2014,17/4/2014,Second Class,Corporate,Pennsylvania,East,Office Supplies,Binders,509.97,10,0.7,-407.98,2014,April,4
13/4/2014,17/4/2014,Second Class,Corporate,Pennsylvania,East,Office Supplies,Fasteners,30.99,13,0.2,10.07,2014,April,4
13/4/2014,17/4/2014,Second Class,Corporate,Pennsylvania,East,Technology,Phones,71.93,12,0.4,8.39,2014,April,4
20/12/2015,24/12/2015,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,88.80,4,0.2,-2.22,2015,December,4
15/6/2017,19/6/2017,Standard Class,Consumer,California,West,Technology,Phones,47.98,3,0.2,4.80,2017,June,4
8/7/2017,12/7/2017,Standard Class,Consumer,Massachusetts,East,Office Supplies,Art,7.56,3,0,3.10,2017,July,4
8/7/2017,12/7/2017,Standard Class,Consumer,Massachusetts,East,Office Supplies,Paper,24.56,2,0,11.54,2017,July,4
8/7/2017,12/7/2017,Standard Class,Consumer,Massachusetts,East,Office Supplies,Art,12.96,2,0,4.15,2017,July,4
1/9/2016,3/9/2016,First Class,Home Office,New York,East,Technology,Accessories,6.79,1,0,2.31,2016,September,2
1/9/2016,3/9/2016,First Class,Home Office,New York,East,Office Supplies,Paper,24.56,2,0,11.54,2016,September,2
1/9/2016,3/9/2016,First Class,Home Office,New York,East,Office Supplies,Binders,3.05,1,0.2,1.07,2016,September,2
1/9/2016,3/9/2016,First Class,Home Office,New York,East,Office Supplies,Paper,49.12,4,0,23.09,2016,September,2
1/9/2016,3/9/2016,First Class,Home Office,New York,East,Office Supplies,Binders,4355.17,4,0.2,1415.43,2016,September,2
8/4/2016,13/4/2016,Standard Class,Consumer,New York,East,Furniture,Bookcases,388.70,6,0.2,-4.86,2016,April,5
8/4/2016,13/4/2016,Standard Class,Consumer,New York,East,Office Supplies,Envelopes,8.26,2,0,3.80,2016,April,5
8/4/2016,13/4/2016,Standard Class,Consumer,New York,East,Office Supplies,Art,17.04,4,0,6.99,2016,April,5
8/4/2016,13/4/2016,Standard Class,Consumer,New York,East,Office Supplies,Paper,34.40,5,0,15.82,2016,April,5
23/4/2016,28/4/2016,Standard Class,Corporate,North Carolina,South,Office Supplies,Paper,36.24,5,0.2,11.33,2016,April,5
8/3/2017,11/3/2017,First Class,Corporate,Georgia,South,Office Supplies,Appliances,647.84,8,0,168.44,2017,March,3
8/3/2017,11/3/2017,First Class,Corporate,Georgia,South,Office Supplies,Labels,20.70,2,0,9.94,2017,March,3
25/9/2017,1/10/2017,Standard Class,Consumer,New York,East,Office Supplies,Labels,20.70,2,0,9.94,2017,September,6
25/9/2017,1/10/2017,Standard Class,Consumer,New York,East,Furniture,Chairs,488.65,3,0.1,86.87,2017,September,6
25/9/2017,1/10/2017,Standard Class,Consumer,New York,East,Office Supplies,Art,5.56,2,0,1.45,2017,September,6
25/9/2017,1/10/2017,Standard Class,Consumer,New York,East,Furniture,Furnishings,47.12,8,0,20.73,2017,September,6
24/9/2014,29/9/2014,Standard Class,Consumer,California,West,Office Supplies,Storage,211.96,4,0,8.48,2014,September,5
21/10/2016,21/10/2016,Same Day,Corporate,Connecticut,East,Office Supplies,Binders,23.20,4,0,10.44,2016,October,0
21/10/2016,21/10/2016,Same Day,Corporate,Connecticut,East,Office Supplies,Supplies,7.36,2,0,0.15,2016,October,0
21/10/2016,21/10/2016,Same Day,Corporate,Connecticut,East,Office Supplies,Storage,104.79,7,0,29.34,2016,October,0
21/10/2016,21/10/2016,Same Day,Corporate,Connecticut,East,Furniture,Bookcases,1043.92,4,0,271.42,2016,October,0
29/5/2017,4/6/2017,Standard Class,Consumer,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.40,2017,May,6
29/5/2017,4/6/2017,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,53.42,3,0.2,4.67,2017,May,6
23/7/2014,27/7/2014,Standard Class,Consumer,Arizona,West,Office Supplies,Binders,8.16,5,0.7,-5.71,2014,July,4
23/7/2014,27/7/2014,Standard Class,Consumer,Arizona,West,Technology,Accessories,1023.94,8,0.2,179.19,2014,July,4
23/7/2014,27/7/2014,Standard Class,Consumer,Arizona,West,Office Supplies,Art,9.24,1,0.2,0.92,2014,July,4
23/7/2014,27/7/2014,Standard Class,Consumer,Arizona,West,Technology,Accessories,479.04,10,0.2,-29.94,2014,July,4
28/9/2016,1/10/2016,First Class,Corporate,Illinois,Central,Office Supplies,Paper,99.14,4,0.2,30.98,2016,September,3
27/8/2017,1/9/2017,Standard Class,Corporate,Massachusetts,East,Furniture,Tables,1488.42,7,0.3,-297.68,2017,August,5
28/4/2015,5/5/2015,Standard Class,Consumer,Texas,Central,Office Supplies,Appliances,8.65,3,0.8,-20.33,2015,April,7
28/4/2015,5/5/2015,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,23.83,3,0.2,2.68,2015,April,7
28/4/2015,5/5/2015,Standard Class,Consumer,Texas,Central,Office Supplies,Binders,12.18,4,0.8,-18.87,2015,April,7
28/10/2016,29/10/2016,First Class,Corporate,California,West,Office Supplies,Paper,50.96,7,0,25.48,2016,October,1
28/10/2016,29/10/2016,First Class,Corporate,California,West,Office Supplies,Binders,49.54,3,0.2,17.34,2016,October,1
26/6/2015,29/6/2015,Second Class,Corporate,Michigan,Central,Technology,Accessories,41.90,2,0,8.80,2015,June,3
27/11/2015,2/12/2015,Standard Class,Consumer,Florida,South,Furniture,Tables,375.46,3,0.45,-157.01,2015,November,5
27/11/2015,2/12/2015,Standard Class,Consumer,Florida,South,Technology,Accessories,83.98,3,0.2,-1.05,2015,November,5
3/12/2015,7/12/2015,Standard Class,Corporate,Pennsylvania,East,Technology,Machines,482.34,4,0.7,-337.64,2015,December,4
3/12/2015,7/12/2015,Standard Class,Corporate,Pennsylvania,East,Furniture,Furnishings,2.96,1,0.2,0.78,2015,December,4
24/11/2014,26/11/2014,First Class,Consumer,Ohio,East,Office Supplies,Art,2.62,1,0.2,0.43,2014,November,2
11/12/2017,15/12/2017,Standard Class,Consumer,New York,East,Office Supplies,Binders,23.36,4,0.2,7.88,2017,December,4
11/12/2017,15/12/2017,Standard Class,Consumer,New York,East,Technology,Accessories,39.98,2,0,13.59,2017,December,4
21/9/2014,23/9/2014,Second Class,Consumer,Washington,West,Technology,Phones,246.38,2,0.2,27.72,2014,September,2
21/9/2014,23/9/2014,Second Class,Consumer,Washington,West,Technology,Copiers,1799.97,3,0,701.99,2014,September,2
